g_name;population_size;number_of_edges;beta;innovators_perc;centrism;conformism;clustering;m_barabasi;p_rew_erdos;recommender;rewiring;s;max_time;misinformation;epsilon;n_experiments;mu;delta;time;converged;tot_rewiring;simulation_seed;opinion_seed;graph_seed;avg_op0;avg_opf;ndi0;ndif;stdv0;stdvf;clust0;clustf;BC0;BCf;neigh_corr0;neigh_corrf;num_peaks0;num_peaksf;rwc0;rwcf;strongly_cc0;strongly_ccf;propro;prono;nono;nopro;other
fortunato;400;7345;0.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3672;2;0;1;0.4961959284432504;0.5066987785876982;0.3249737164028899;0.23097480657211103;0.28324100543009884;0.24620200030723682;0.2788715560122059;0.6683502142682118;0.5470043941834679;0.9490027107070078;0.041874839222459104;0.002645373173291672;2;2;0.3805791434865231;0.4878176798838658;1;1;2784874;148;1338790;111;1876063
fortunato;400;6245;0.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2544;82;80;81;0.4721737676057273;0.49074693754836046;0.32425772059072916;0.20064617150228872;0.28443733691167356;0.2278225754981797;0.24129620155955675;0.5936366097657683;0.5032692062914951;0.7897816468466345;-0.005620040876295362;0.05282033153647129;2;3;0.38286786317190036;0.48957369769163567;1;1;3485189;656;855889;766;1657500
fortunato;400;6792;0.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3369;66;64;65;0.47999319163354726;0.4674767683920304;0.3159938434634019;0.2259052870563694;0.26728098137632267;0.22958591847925702;0.2749752419993668;0.6779652523492997;0.5077378687269746;0.8679114399982185;0.029240762848909488;0.04439071626378471;2;2;0.3810338964068142;0.4987075006149006;1;1;1737757;228;2302027;138;1959713
fortunato;400;7754;0.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3641;98;96;97;0.5499300613502718;0.5500373596551033;0.34332677005759515;0.23328118573267265;0.2912401048518056;0.23907280274016654;0.2582235733091948;0.5765996732692761;0.6053809281299669;0.8526554238370202;-0.09575922043811731;0.0425383953839512;2;3;0.3546918504458086;0.46411195284731677;1;2;1690799;263;2304674;188;2003873
fortunato;400;7928;0.0;0.5;1.0;0.2;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3788;50;48;49;0.5159504167707115;0.5109261583069401;0.3125507693306951;0.22565449799047022;0.2730057674433689;0.23829777793694223;0.44539445728900967;0.720402298880248;0.5073957074435241;0.43937307639300954;-0.06281284848934479;0.07142682320091301;2;3;0.3965717533097036;0.48777099305319366;1;1;861859;305;2992547;459;2144760
fortunato;400;7345;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3672;2;0;1;0.4840697945238305;0.49739498302736285;0.2949088909719766;0.22376719929177669;0.2690972047040354;0.23962176994415985;0.2788715560122059;0.25099759670254485;0.5256561459920476;0.8681260474935604;0.08268703841740695;0.14798698618640105;3;2;0.3846532239030213;0.27493154412687576;1;1;2485169;66;1598750;32;1914785
fortunato;400;5543;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2771;18;16;17;0.5131352923802419;0.5130115342094435;0.304767846908662;0.2476231475804131;0.2852163371043917;0.25735431308095885;0.1790928415074125;0.21861177551503058;0.6072204185404342;0.9451515812029964;0.10699397421868105;0.03363005068248827;3;2;0.3491901922621934;0.2627045893505155;1;1;2357232;87;1691286;76;1950429
fortunato;400;6552;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;1998;34;32;33;0.5334936560229095;0.529341728336902;0.35124087643801066;0.3090227236259668;0.31319684582368573;0.29117697720274055;0.20510994932801294;0.24585566819779373;0.5803606536594149;0.6266549940548286;0.17231486681331776;0.12098763142245747;3;3;0.3680727566788352;0.3012738428766627;1;1;1418728;205;2101380;228;2478450
fortunato;400;5565;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2782;114;112;113;0.46312838695495356;0.4559196298976505;0.2837580930416198;0.22956617009292996;0.260206609870908;0.2384148553210531;0.1595333170474106;0.21913057304366163;0.5164300214021758;0.4748818328196168;0.05743242153687787;0.0018688468429368197;2;3;0.35476500243688397;0.2810925083128847;1;1;2554455;162;1326828;202;2117058
fortunato;400;6245;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2537;82;80;81;0.43314431150748767;0.4474761181827142;0.3138990254445385;0.24468365737655265;0.28551489649183176;0.25914676368372164;0.24129620155955675;0.2765600476937251;0.5429543500279835;0.5947841954479121;0.04025317051581315;-0.025853882661843585;2;3;0.3891691829894528;0.3093148725020959;1;1;3013916;346;952748;362;2032596
fortunato;400;6792;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2669;66;64;65;0.48054091434126994;0.488751740890685;0.27240211442801093;0.22521030797218813;0.24893787385678132;0.22938663324712513;0.2749752419993668;0.2830590658266047;0.5352251806371348;0.7347960210560314;0.16095061773543073;0.07790166177060417;3;3;0.39067251511107404;0.30173539500662727;1;1;1255319;68;2806062;71;1937529
fortunato;400;7754;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2895;98;96;97;0.5844184264874928;0.581682032920289;0.33967609876372584;0.24875310238752774;0.2920761990125793;0.2515327859101842;0.2582235733091948;0.26574714418381895;0.6785610791083506;0.9270041630681339;-0.0909447439815963;0.09476967190210066;2;2;0.3542156598064591;0.3009306221235528;1;1;2395590;129;1636008;67;1965775
fortunato;400;7928;0.0;0.5;1.0;0.5;0.5;-777;-777;1;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;3223;50;48;49;0.5364698445881468;0.5520431047150143;0.26491825303548644;0.20942546194409165;0.25766447691351807;0.22824557901342113;0.44539445728900967;0.35775794141456585;0.4879039068481662;0.4261406017575104;0.0443334486812879;0.08582708173037128;2;3;0.4044035477629172;0.3187339139150134;1;1;1049492;380;2904293;362;2043671
fortunato;400;6552;0.0;0.5;1.0;0.5;0.5;-777;-777;2;0.5;2;5000;0;-777;-777;0.2;0.2;5000;-777;2427;34;32;33;0.5334936560229095;0.5284187465892723;0.35124087643801066;0.31700200504225046;0.31319684582368573;0.2918164392175128;0.20510994932801294;0.5469198843068778;0.5803606536594149;0.6308282557203057;0.17231486681331776;0.06937725292128721;3;3;0.3680727566788352;0.46967048669347045;1;1;1492786;205;2002750;228;2503995
